S. No,Office Name,Registration No.,Registration Date,Vehicle Category,Vehicle Type,Vehicle Class,Permit Type,Permit Category,Permit Issue Date,Permit Valid From,Permit Upto,Region Covered,Route Covered,From Location,To Location,Via Location,Permit Service Type Name,Registration Finacial year,Permit Finacial year,Vehicle Fuel,Goods To Carry,E-Bus Identifier
12920.0,SRINAGAR RTO,JK01K1932,19-Aug-06,LPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR RURAL ROUTES,12-Jun-01,31-Mar-24,30-Mar-29,EASTERN AREA OF SGR ROTATION BASIS,,Parimpora,Panthachowk,Dalgate,,2006-2007,2001-2002,DIESEL,,
12922.0,SRINAGAR RTO,JK01K2414,09-Sep-06,LPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR RURAL ROUTES,15-May-97,09-May-25,08-May-30,WESTERN AREA OF SRINAGAR CITY,,Soura,Jehangir Chowk,SMHS,,2006-2007,1997-1998,DIESEL,,
12923.0,SRINAGAR RTO,JK01K2545,15-Sep-06,LPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,01-Jul-07,01-Jul-20,30-Jun-22,WESTERN AREA OF SRINAGAR CITY,,Jehangir Chowk,Bemina,Batamallo,Express Service,2006-2007,2007-2008,DIESEL,,
12924.0,SRINAGAR RTO,JK01K2864,26-Sep-06,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,13-Jan-07,14-Jan-20,14-Jan-21,,,SOURA,CHUNTWALIWAR,"GANDERBAL, LAR",Ordinary Service,2006-2007,2006-2007,DIESEL,,
12925.0,SRINAGAR RTO,JK01K3117,11-Oct-06,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,09-Nov-91,09-Nov-21,08-Nov-23,EASTERN AREA OF SGR ROTATION BASIS,,Jehangir Chowk,HMT,Parimpora,Ordinary Service,2006-2007,1991-1992,DIESEL,,
12926.0,SRINAGAR RTO,JK01K3118,11-Oct-06,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,26-Jun-98,29-Jun-21,28-Jun-23,WESTERN AREA OF SRINAGAR CITY,,Jehangir Chowk,JVC,Bemina,Ordinary Service,2006-2007,1998-1999,DIESEL,,
12928.0,SRINAGAR RTO,JK01K3189,16-Oct-06,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,10-Mar-92,10-Mar-17,09-Mar-18,EASTERN AREA OF SGR ROTATION BASIS,,"Hazratbal, Lalbazar",Parimpora,Rajiakadal,Ordinary Service,2006-2007,1991-1992,DIESEL,,
12929.0,SRINAGAR RTO,JK01K3414,04-Nov-06,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,04-Nov-97,04-Nov-17,03-Nov-18,EASTERN AREA OF SGR ROTATION BASIS,,HMT,Jehangir Chowk,Qamarwari,Ordinary Service,2006-2007,1997-1998,DIESEL,,
12930.0,SRINAGAR RTO,JK01K3524,06-Nov-06,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,21-Aug-97,21-Aug-19,20-Aug-20,WESTERN AREA OF SRINAGAR CITY,,Soura ,Batamallo,Jehangir Chowk,Ordinary Service,2006-2007,1997-1998,DIESEL,,
12932.0,SRINAGAR RTO,JK01K3730,18-Nov-06,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,07-Apr-92,07-Apr-17,06-Apr-18,WESTERN AREA OF SRINAGAR CITY,,Parimpora ,Humhama,Jehangir Chowk,Ordinary Service,2006-2007,1992-1993,DIESEL,,
12934.0,SRINAGAR RTO,JK01K3934,27-Nov-06,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,09-Jun-97,09-Jun-17,08-Jun-18,EASTERN AREA OF SGR ROTATION BASIS,,Jehangir Chowk,Bemina,Batamallo,Ordinary Service,2006-2007,1997-1998,DIESEL,,
12935.0,SRINAGAR RTO,JK01K3938,27-Nov-06,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,26-Dec-92,26-Dec-17,25-Dec-18,WESTERN AREA OF SRINAGAR CITY,,Soura,Parimpora,Hawal,Ordinary Service,2006-2007,1992-1993,DIESEL,,
12937.0,SRINAGAR RTO,JK01K5087,10-Feb-07,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,01-Feb-92,01-Feb-23,31-Jan-28,EASTERN AREA OF SGR ROTATION BASIS,,Rangpora,Soura,Lalchowk,Ordinary Service,2006-2007,1991-1992,DIESEL,,
12938.0,SRINAGAR RTO,JK01K5224,17-Feb-07,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,05-Dec-89,05-Dec-20,04-Dec-21,WESTERN AREA OF SRINAGAR CITY,,Parimpora ,Humhama,Jehangir Chowk,Ordinary Service,2006-2007,1989-1990,DIESEL,,
12939.0,SRINAGAR RTO,JK01K5377,28-Feb-07,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,19-Feb-97,19-Feb-24,18-Feb-29,EASTERN AREA OF SGR ROTATION BASIS,,Parimpora,Panthachowk,Dalgate,,2006-2007,1996-1997,DIESEL,,
12940.0,SRINAGAR RTO,JK01K5534,05-Mar-07,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,19-Feb-97,19-Feb-23,18-Feb-28,EASTERN AREA OF SGR ROTATION BASIS,,Rangpora,Soura,Lalchowk,Ordinary Service,2006-2007,1996-1997,DIESEL,,
12941.0,SRINAGAR RTO,JK01K5763,16-Mar-07,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,19-Oct-99,19-Oct-20,18-Oct-21,WESTERN AREA OF SRINAGAR CITY,,LD ,Parimpora,Jehangir Chowk,Ordinary Service,2006-2007,1999-2000,DIESEL,,
12948.0,SRINAGAR RTO,JK01K5999,05-Apr-07,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,09-May-85,09-May-20,08-May-22,EASTERN AREA OF SGR ROTATION BASIS,,Hazratbal,LD,Rainawara,Ordinary Service,2007-2008,1985-1986,DIESEL,,
12949.0,SRINAGAR RTO,JK01K6002,05-Apr-07,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,25-Sep-89,25-Sep-22,24-Sep-23,EASTERN AREA OF SGR ROTATION BASIS,,Hazratbal,LD,Rainawara,Ordinary Service,2007-2008,1989-1990,DIESEL,,
12950.0,SRINAGAR RTO,JK01K6016,16-Apr-07,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,06-Feb-92,06-Feb-19,05-Feb-20,WESTERN AREA OF SRINAGAR CITY,,Jehangir Chowk,Panzinara,Parimpora,Ordinary Service,2007-2008,1991-1992,DIESEL,,
12951.0,SRINAGAR RTO,JK01K6086,16-Apr-07,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,21-Aug-97,01-Nov-21,31-Oct-22,WESTERN AREA OF SRINAGAR CITY,,LD,Budgam,"RAMBAGH, EXCROSSING, BUND , SRTC, NEW BRIDGE, KHAYA, RAJOURI KADAL",Express Service,2007-2008,1997-1998,DIESEL,,
12952.0,SRINAGAR RTO,JK01K6167,19-Apr-07,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,25-Jul-98,25-Jul-19,24-Jul-20,WESTERN AREA OF SRINAGAR CITY,,Batamallo,Panthachowk,Tengpora,Ordinary Service,2007-2008,1998-1999,DIESEL,,
12953.0,SRINAGAR RTO,JK01K6247,21-Apr-07,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,20-Jan-04,10-May-23,09-May-28,EASTERN AREA OF SGR ROTATION BASIS,,Hazratbal,LD,Rainawara,,2007-2008,2003-2004,DIESEL,,
12955.0,SRINAGAR RTO,JK01K6676,07-May-07,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,01-Apr-75,01-Apr-18,31-Mar-19,EASTERN AREA OF SGR ROTATION BASIS,,Parimpora,Panthachowk,Dalgate,Ordinary Service,2007-2008,1975-1976,DIESEL,,
12956.0,SRINAGAR RTO,JK01K6721,07-May-07,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,24-Dec-91,24-Dec-20,23-Dec-22,WESTERN AREA OF SRINAGAR CITY,,Jehangir Chowk,Budgam,Khumani Chowk,Ordinary Service,2007-2008,1991-1992,DIESEL,,
12957.0,SRINAGAR RTO,JK01K6733,07-May-07,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,07-Mar-92,07-Mar-17,06-Mar-18,WESTERN AREA OF SRINAGAR CITY,,Narbal,Jehangir Chowk,Parimpora,Ordinary Service,2007-2008,1991-1992,DIESEL,,
12958.0,SRINAGAR RTO,JK01K6740,07-May-07,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,01-Apr-96,01-Apr-20,31-Mar-22,WESTERN AREA OF SRINAGAR CITY,,Jehangir Chowk,Budgam,Khumani Chowk,Ordinary Service,2007-2008,1996-1997,DIESEL,,
12959.0,SRINAGAR RTO,JK01K7073,19-May-07,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,11-Aug-94,11-Aug-20,10-Aug-22,WESTERN AREA OF SRINAGAR CITY,,LD,Budgam,"RAMBAGH, EXCROSSING, BUND , SRTC, NEW BRIDGE, KHAYA, RAJOURI KADAL",Ordinary Service,2007-2008,1994-1995,DIESEL,,
12960.0,SRINAGAR RTO,JK01K7141,22-May-07,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR RURAL ROUTES,02-Feb-18,02-Feb-23,01-Feb-28,WITHIN SRINAGAR CITY,,Rangpora,Soura,Dalgate,Rural Service,2007-2008,2017-2018,DIESEL,,
12961.0,SRINAGAR RTO,JK01K7289,25-May-07,LPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,13-Oct-97,13-Oct-23,12-Oct-28,WESTERN AREA OF SRINAGAR CITY,,Jehangir Chowk,HMT,Parimpora,,2007-2008,1997-1998,DIESEL,,
12962.0,SRINAGAR RTO,JK01K7296,25-May-07,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,16-May-85,16-May-17,15-May-18,EASTERN AREA OF SGR ROTATION BASIS,,LD,Pampore,Dalgate,Ordinary Service,2007-2008,1985-1986,DIESEL,,
12963.0,SRINAGAR RTO,JK01K7977,14-Jun-07,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,05-Oct-95,05-Oct-24,04-Oct-29,EASTERN AREA OF SGR ROTATION BASIS,,Parimpora,Pampore,Dalgate,,2007-2008,1995-1996,DIESEL,,
12964.0,SRINAGAR RTO,JK01K8314,22-Jun-07,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,05-Sep-97,05-Sep-22,04-Sep-27,WESTERN AREA OF SRINAGAR CITY,,LD,Budgam,"RAMBAGH, EXCROSSING, BUND , SRTC, NEW BRIDGE, KHAYA, RAJOURI KADAL",Ordinary Service,2007-2008,1997-1998,DIESEL,,
12965.0,SRINAGAR RTO,JK01K8478,26-Jun-07,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,27-Dec-91,27-Dec-21,26-Dec-23,WESTERN AREA OF SRINAGAR CITY,,Soura,Jehangir Chowk,Qamarwari,Ordinary Service,2007-2008,1991-1992,DIESEL,,
12966.0,SRINAGAR RTO,JK01K8491,27-Jun-07,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,26-Jun-97,26-Jun-19,25-Jun-20,EASTERN AREA OF SGR ROTATION BASIS,,Hazratbal,LD,Rainawara,Ordinary Service,2007-2008,1997-1998,DIESEL,,
12967.0,SRINAGAR RTO,JK01K8492,27-Jun-07,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,07-Sep-89,07-Sep-17,06-Sep-18,EASTERN AREA OF SGR ROTATION BASIS,,Lalbazar ,Lalchowk,LD,Ordinary Service,2007-2008,1989-1990,DIESEL,,
12969.0,SRINAGAR RTO,JK01K8494,27-Jun-07,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,09-Jul-87,09-Jul-23,08-Jul-28,WESTERN AREA OF SRINAGAR CITY,,LD,Budgam,"RAMBAGH, EXCROSSING, BUND , SRTC, NEW BRIDGE, KHAYA, RAJOURI KADAL",Ordinary Service,2007-2008,1987-1988,DIESEL,,
12971.0,SRINAGAR RTO,JK01K8509,27-Jun-07,LPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,22-May-85,22-May-20,21-May-25,EASTERN AREA OF SGR ROTATION BASIS,,Parimpora,Panthachowk,Dalgate,Ordinary Service,2007-2008,1985-1986,DIESEL,,
12972.0,SRINAGAR RTO,JK01K8677,02-Jul-07,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,26-Mar-97,26-Mar-24,25-Mar-29,EASTERN AREA OF SGR ROTATION BASIS,,Rangpora,Dalgate,Lalchowk,,2007-2008,1996-1997,DIESEL,,
12973.0,SRINAGAR RTO,JK01K8678,02-Jul-07,LPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,05-Jun-97,05-Jun-16,04-Jun-18,EASTERN AREA OF SGR ROTATION BASIS,,Jehangir Chowk,Bemina,Batamallo,Ordinary Service,2007-2008,1997-1998,DIESEL,,
12974.0,SRINAGAR RTO,JK01K8679,02-Jul-07,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,22-May-92,22-May-17,21-May-18,WESTERN AREA OF SRINAGAR CITY,,LD ,Parimpora,Jehangir Chowk,Ordinary Service,2007-2008,1992-1993,DIESEL,,
12975.0,SRINAGAR RTO,JK01K8729,09-Jul-07,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,21-Nov-97,21-Nov-22,20-Nov-27,EASTERN AREA OF SGR ROTATION BASIS,,Parimpora,Panthachowk,Dalgate,,2007-2008,1997-1998,DIESEL,,
12976.0,SRINAGAR RTO,JK01K8731,09-Jul-07,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,23-Aug-97,23-Aug-18,22-Aug-23,WESTERN AREA OF SRINAGAR CITY,,Soura,Jehangir Chowk,Eidgah,Ordinary Service,2007-2008,1997-1998,DIESEL,,
12977.0,SRINAGAR RTO,JK01K8732,09-Jul-07,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,27-Mar-92,27-Mar-17,26-Mar-18,EASTERN AREA OF SGR ROTATION BASIS,,Batamaalo ,Panthachowk,Hyderpora,Ordinary Service,2007-2008,1991-1992,DIESEL,,
12978.0,SRINAGAR RTO,JK01K9164,19-Jul-07,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,23-Jan-93,23-Jan-18,22-Jan-19,EASTERN AREA OF SGR ROTATION BASIS,,LD,Pampore,Dalgate,Ordinary Service,2007-2008,1992-1993,DIESEL,,
12979.0,SRINAGAR RTO,JK01K9398,23-Jul-07,LPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR URBAN ROUTES,23-Apr-97,08-May-17,08-May-18,EASTERN AREA OF SGR ROTATION BASIS,,Lalbazar ,Lalchowk,LD,Ordinary Service,2007-2008,1997-1998,DIESEL,,
12981.0,SRINAGAR RTO,JK01K9738,31-Jul-07,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,28-Dec-91,28-Dec-16,27-Dec-17,WESTERN AREA OF SRINAGAR CITY,,Jehangir Chowk,Bemina,Batamallo,Ordinary Service,2007-2008,1991-1992,DIESEL,,
12982.0,SRINAGAR RTO,JK01K9943,08-Aug-07,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,22-Jan-92,22-Jan-19,21-Jan-20,EASTERN AREA OF SGR ROTATION BASIS,,Batamallo,Panthachowk,Tengpora,Ordinary Service,2007-2008,1991-1992,DIESEL,,
12983.0,SRINAGAR RTO,JK01L0326,23-Aug-07,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,14-Dec-91,14-Dec-20,13-Dec-21,EASTERN AREA OF SGR ROTATION BASIS,,LD,Pampore,Dalgate,Ordinary Service,2007-2008,1991-1992,DIESEL,,
12984.0,SRINAGAR RTO,JK01L0738,30-Aug-07,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,13-May-90,13-May-22,12-May-27,EASTERN AREA OF SGR ROTATION BASIS,,Batamallo,Panthachowk,Tengpora,Ordinary Service,2007-2008,1990-1991,DIESEL,,
12987.0,SRINAGAR RTO,JK01L1278,14-Sep-07,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,23-May-89,23-May-18,22-May-19,WESTERN AREA OF SRINAGAR CITY,,Narbal,Jehangir Chowk,Qamarwari,Ordinary Service,2007-2008,1989-1990,DIESEL,,
12988.0,SRINAGAR RTO,JK01L1691,29-Sep-07,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,29-Jul-93,29-Jul-20,28-Jul-21,WESTERN AREA OF SRINAGAR CITY,,Soura,Jehangir Chowk,Batamallo,Ordinary Service,2007-2008,1993-1994,DIESEL,,
12989.0,SRINAGAR RTO,JK01L2316,23-Oct-07,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,28-Dec-91,28-Dec-20,27-Dec-21,WESTERN AREA OF SRINAGAR CITY,,Soura,Jehangir Chowk,SMHS,Ordinary Service,2007-2008,1991-1992,DIESEL,,
12990.0,SRINAGAR RTO,JK01L2446,26-Oct-07,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,30-Nov-92,30-Nov-19,29-Nov-20,EASTERN AREA OF SGR ROTATION BASIS,,Hazratbal,LD,Rainawari,Ordinary Service,2007-2008,1992-1993,DIESEL,,
12991.0,SRINAGAR RTO,JK01L2760,03-Nov-07,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,24-Nov-91,24-Nov-19,23-Nov-20,WESTERN AREA OF SRINAGAR CITY,,Narbal,Jehangir Chowk,Qamarwari,Ordinary Service,2007-2008,1991-1992,DIESEL,,
12992.0,SRINAGAR RTO,JK01L2847,07-Nov-07,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,04-Jul-89,04-Jul-21,03-Jul-22,EASTERN AREA OF SGR ROTATION BASIS,,LD,Pampore,Dalgate,Ordinary Service,2007-2008,1989-1990,DIESEL,,
12993.0,SRINAGAR RTO,JK01L3006,13-Nov-07,LPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,01-May-97,01-May-17,30-Apr-18,EASTERN AREA OF SGR ROTATION BASIS,,Hazratbal,LD,Rainawari,Ordinary Service,2007-2008,1997-1998,DIESEL,,
12995.0,SRINAGAR RTO,JK01L3280,21-Nov-07,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,15-May-89,15-May-20,14-May-23,EASTERN AREA OF SGR ROTATION BASIS,,Hazratbal,LD,Rainawari,Ordinary Service,2007-2008,1989-1990,DIESEL,,
12996.0,SRINAGAR RTO,JK01L4231,12-Jan-08,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,19-Mar-97,19-Mar-21,18-Mar-26,WESTERN AREA OF SRINAGAR CITY,,Soura,Parimpora,Sakidafar,Ordinary Service,2007-2008,1996-1997,DIESEL,,
12997.0,SRINAGAR RTO,JK01L4556,25-Jan-08,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,06-Jun-97,06-Jun-18,05-Jun-19,EASTERN AREA OF SGR ROTATION BASIS,,Batamallo,Panthachowk,Tengpora,Ordinary Service,2007-2008,1997-1998,DIESEL,,
13003.0,SRINAGAR RTO,JK01L5080,23-Feb-08,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR RURAL ROUTES,24-Mar-08,23-Mar-22,22-Mar-25,WESTERN AREA OF SRINAGAR CITY,,Parimpora,Panthachowk,Dalgate,Ordinary Service,2007-2008,2007-2008,DIESEL,,
13004.0,SRINAGAR RTO,JK01L5178,27-Feb-08,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,06-Mar-92,06-Mar-17,05-Mar-18,EASTERN AREA OF SGR ROTATION BASIS,,LD,Pampore,Dalgate,Ordinary Service,2007-2008,1991-1992,DIESEL,,
13005.0,SRINAGAR RTO,JK01L5192,27-Feb-08,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,06-Feb-92,06-Feb-20,05-Feb-21,WESTERN AREA OF SRINAGAR CITY,,Soura,Jehangir Chowk,Zonimar,Ordinary Service,2007-2008,1991-1992,DIESEL,,
13006.0,SRINAGAR RTO,JK01L5314,29-Feb-08,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,12-Mar-97,12-Mar-17,11-Mar-18,EASTERN AREA OF SGR ROTATION BASIS,,Parimpora ,PathaChowk,Dalgate,Ordinary Service,2007-2008,1996-1997,DIESEL,,
13007.0,SRINAGAR RTO,JK01L5315,29-Feb-08,MPV,Commercial,Bus,Stage Carriage Permit,BIG BUSES(HTV),26-Apr-94,26-Apr-18,25-Apr-19,WESTERN AREA OF SRINAGAR CITY,,Parimpora ,Budgam,Tengpora,Ordinary Service,2007-2008,1994-1995,DIESEL,,
13010.0,SRINAGAR RTO,JK01L5934,26-Mar-08,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,04-Sep-92,04-Sep-16,03-Sep-17,WESTERN AREA OF SRINAGAR CITY,,Jehangir Chowk,Budgam,Khumani Chowk,Ordinary Service,2007-2008,1992-1993,DIESEL,,
13011.0,SRINAGAR RTO,JK01L6042,29-Mar-08,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,13-Feb-96,13-Feb-22,12-Feb-24,EASTERN AREA OF SGR ROTATION BASIS,,LD,Pampore,Dalgate,Ordinary Service,2007-2008,1995-1996,DIESEL,,
13012.0,SRINAGAR RTO,JK01L6238,07-Apr-08,LPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR RURAL ROUTES,30-Apr-08,30-Apr-23,29-Apr-28,EASTERN AREA OF SGR ROTATION BASIS,,Batamallo,Panthachowk,Tengpora,Ordinary Service,2008-2009,2008-2009,DIESEL,,
13013.0,SRINAGAR RTO,JK01L6276,07-Apr-08,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,11-Nov-89,11-Nov-22,10-Nov-24,WESTERN AREA OF SRINAGAR CITY,,Narbal,Jehangir Chowk,Qamarwari,Ordinary Service,2008-2009,1989-1990,DIESEL,,
13014.0,SRINAGAR RTO,JK01L6492,17-Apr-08,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,19-Jul-99,19-Jul-18,18-Jul-19,WESTERN AREA OF SRINAGAR CITY,,Parimpora ,Budgam,"Batamallo,Tengpora",Ordinary Service,2008-2009,1999-2000,DIESEL,,
13015.0,SRINAGAR RTO,JK01L6503,21-Apr-08,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,04-Mar-91,04-Mar-22,03-Mar-23,WESTERN AREA OF SRINAGAR CITY,,Parimpora ,Budgam,"Batamallo,Tengpora",Ordinary Service,2008-2009,1990-1991,DIESEL,,
13016.0,SRINAGAR RTO,JK01L6509,21-Apr-08,LPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,09-Jul-97,09-Jul-19,08-Jul-20,EASTERN AREA OF SGR ROTATION BASIS,,Parimpora,Panthachowk,Dalgate,Ordinary Service,2008-2009,1997-1998,DIESEL,,
13021.0,SRINAGAR RTO,JK01L7428,20-May-08,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,18-Aug-90,18-Aug-16,17-Aug-17,EASTERN AREA OF SGR ROTATION BASIS,,Parimpora,Panthachowk,Dalgate,Ordinary Service,2008-2009,1990-1991,DIESEL,,
13023.0,SRINAGAR RTO,JK01L7608,26-May-08,MPV,Commercial,Bus,Stage Carriage Permit,BIG BUSES(HTV),23-Mar-01,21-Nov-17,20-Nov-18,EASTERN AREA OF SGR ROTATION BASIS,,Hazratbal,LD,Rainawara,Ordinary Service,2008-2009,2000-2001,DIESEL,,
13024.0,SRINAGAR RTO,JK01L7813,02-Jun-08,LPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,10-Jun-08,10-Jun-22,09-Jun-24,EASTERN AREA OF SGR ROTATION BASIS,,Lawaypora,Jehangir Chowk,Qamarwari,Ordinary Service,2008-2009,2008-2009,DIESEL,,
13025.0,SRINAGAR RTO,JK01L8016,07-Jun-08,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,23-May-89,23-May-23,22-May-28,WESTERN AREA OF SRINAGAR CITY,,Jehangir Chowk,Bemina,Batamallo,Ordinary Service,2008-2009,1989-1990,DIESEL,,
13026.0,SRINAGAR RTO,JK01L8395,03-Jul-08,LPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,06-Jun-92,06-Jun-20,05-Jun-22,EASTERN AREA OF SGR ROTATION BASIS,,Rangpora,Lalchowk,Dalgate,Ordinary Service,2008-2009,1992-1993,DIESEL,,
13027.0,SRINAGAR RTO,JK01L8711,09-Jul-08,LPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR URBAN ROUTES,30-May-97,30-May-25,29-May-30,EASTERN AREA OF SGR ROTATION BASIS,,Batamallo,Panthachowk,Tengpora,Ordinary Service,2008-2009,1997-1998,DIESEL,,
13028.0,SRINAGAR RTO,JK01L9235,16-Jul-08,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,09-Apr-92,09-Apr-23,08-Apr-28,EASTERN AREA OF SGR ROTATION BASIS,,"Hazratbal, Lalbazar",Parimpora,Rajiakadal,Ordinary Service,2008-2009,1992-1993,DIESEL,,
13029.0,SRINAGAR RTO,JK01L9414,23-Jul-08,LPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR RURAL ROUTES,03-Feb-09,03-Feb-20,02-Feb-25,WITHIN SRINAGAR CITY,,Rangpora,Lalchowk,Dalgate,Rural Service,2008-2009,2008-2009,DIESEL,,
13030.0,SRINAGAR RTO,JK01L9551,24-Jul-08,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR RURAL ROUTES,02-Feb-12,03-Feb-24,02-Feb-29,WITHIN SRINAGAR CITY,,Rangpora,Lalchowk,Dalgate,,2008-2009,2011-2012,DIESEL,,
13031.0,SRINAGAR RTO,JK01L9556,24-Jul-08,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,24-Jul-08,03-Feb-21,02-Feb-23,EASTERN AREA OF SGR ROTATION BASIS,,Batamallo,Panthachowk,Tengpora,Rural Service,2008-2009,2008-2009,DIESEL,,
13033.0,SRINAGAR RTO,JK01M0962,03-Oct-08,LPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,30-Dec-91,30-Dec-19,29-Dec-24,WESTERN AREA OF SGR ROTATION BASIS,,Jehangir Chowk,Bemina,Batamallo,Ordinary Service,2008-2009,1991-1992,DIESEL,,
13040.0,SRINAGAR RTO,JK01M2530,15-Nov-08,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,23-Jul-93,23-Jul-21,22-Jul-23,EASTERN AREA OF SGR ROTATION BASIS,,Parimpora,Panthachowk,Dalgate,Ordinary Service,2008-2009,1993-1994,DIESEL,,
13041.0,SRINAGAR RTO,JK01M4982,20-Mar-09,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,22-May-89,22-May-17,21-May-18,EASTERN AREA OF SGR ROTATION BASIS,,Parimpora ,PathaChowk,Dalgate,Ordinary Service,2008-2009,1989-1990,DIESEL,,
