"Route_Code","Route_Name","Eng_O","Eng_D","Eng_KM","Eng_Cycle_Min","Eng_Headway","Eng_Fleet","Eng_Type","Eng_Load","Real_RoadKM","Real_OneWay_Time","Real_Service","Coord_Check","KM_Delta_Pct","Time_Check","Verdict","Finding","Sources"
"SRPW02022104","Jkpdc Jehangir Chowk to Wadwan","34.077213,74.80362","34.020325,74.929229","15.202","76.0","15","7","Peri_Urban","0.027","12-16 (a documented Wadwan village in Narbal block, Budgam district, is cited at approx 12km from Srinagar; however the engine's destination coordinate sits further southeast, closer to the Pampore/Pulwama belt, which may be a different, same-named feature)","approx 20-30 min","JKPDC Jehangir Chowk is a confirmed, named real SSCL e-bus stop (TellMyRoute lists 'JKPDC Jehangir Chowk, Batmaloo'); a documented Wadwan village exists in Narbal block, Budgam, with feeder bus links, though it may not be the exact same point as the engine's coordinate","OK for origin (JKPDC Jehangir Chowk confirmed real and named); destination name 'Wadwan' resolves to a real Budgam village but the engine's coordinate (34.020325,74.929229) sits closer to the Pampore/Pulwama direction than the documented Narbal-Wadwan location - a likely name/coordinate mismatch","approx 27 using the cited 12km figure, but see coordinate caveat","76min cycle (approx 38min one-way) is plausible only if the corridor is genuinely around 15km as modelled","REVIEW","JKPDC Jehangir Chowk is a confirmed, named real bus stop, but there is ambiguity over which 'Wadwan' is intended: a documented Wadwan village in Narbal block, Budgam district sits approx 12km from Srinagar, while the engine's destination coordinate points roughly 13-15km southeast toward the Pampore/Pulwama belt instead. The route distance (15.2km) is plausible for a corridor in that general direction but cannot be confirmed as the documented Narbal-Wadwan without resolving the name/coordinate ambiguity.","tellmyroute.com,onefivenine.com,distancebetween2.com"
"PWSR03020239","Koil to Srinagar","33.875484,74.949409","34.07457,74.820502","32.725","163.6","35","6","Peri_Urban","0.093","26-28 (Koil village, Pulwama block, is documented at 28km from Srinagar per onefivenine.com village records, 7km east of Pulwama town near Pinglena/Malangpora)","approx 35-45 min","Real corridor; Koil is a well-documented Pulwama-block village with JKRTC/private minibus rural-lifeline service typical of villages in this belt near Pulwama town","OK - Koil is confirmed real with an authoritative approx 28km distance-from-Srinagar figure; haversine 25.1km is consistent with this","17","163.6min cycle (approx 82min one-way) for a approx 33km rural-to-city lifeline route is plausible","REVIEW","Real, well-documented village (Koil, approx 28km from Srinagar per village records) with the model's 32.7km running about 17% above the cited figure - just outside a tight PASS band but a minor, plausible delta likely reflecting actual road routing versus the village record's more direct figure. Headway/fleet (35 min/6 buses) reasonable for a rural lifeline.","onefivenine.com,jkpanchayat.jk.gov.in,soki.in"
"SRBG02022203","LD to Budgam","34.081954,74.805892","34.006185,74.641626","21.784","108.9","35","5","Peri_Urban","0.042","14","~25-30 min","JKRTC/private minibuses run Srinagar-Budgam frequently; no dedicated SSCL e-bus on this corridor (CMP_Trunk=False)","OK - both LD (Lal Demb/Lal Ded area near Jehangir Chowk) and Budgam town are real places; haversine ~17.3km vs engine 21.8km road is plausible given road circuity","56","One-way modelled ~54 min vs real ~25-30 min is generously long but explainable by congestion+detour via Chadoora-style roads; not impossible","REVIEW","Multiple independent sources (Yatra, ClearCarRental, MapsOfIndia) converge on Srinagar-Budgam direct road distance of 9-14km, well under the engine's 21.8km; even allowing for LD not being the literal city centre, the modelled distance looks ~50-60% too long for a direct LD-Budgam corridor unless routed via a long detour.","yatra.com, clearcarrental.com, mapsofindia.com"
"SRPW02022202","LD to Pampore","34.081954,74.805892","34.010891,74.912941","15.854","79.3","35","4","Peri_Urban","0.037","14-16","~16 min","JKRTC and private minibuses serve Srinagar-Pampore corridor regularly (NH44 saffron-town route); no SSCL trunk here","OK - LD (near Jehangir Chowk/Dalgate) and Pampore (saffron town, Pulwama dist) are real and well-documented places; haversine ~12.6km vs engine 15.9km is sensible for road","13","One-way modelled ~40 min vs real ~16 min is on the slow side but plausible with Srinagar exit congestion + NH44 traffic near Pampore","PASS","Distance and corridor check out within tolerance (multiple sources agree on 14-16km Srinagar-Pampore); travel time is on the high side for a 14-16km stretch but within plausible congestion bounds for this NH44 approach corridor.","distancebetween2.com, rome2rio.com, yatra.com"
"SRSR02022529","Ma Road to Parimpora","34.040034,74.877958","34.111187,74.747451","18.669","93.3","35","4","Peri_Urban","0.031","12-14","~20-25 min","Parimpora is a major Srinagar inter-district bus stand; MA Road is a known intra-city corridor; private minibuses commonly run MA Road-Parimpora","OK - both MA Road (a real, well-known 12.5km-long Srinagar road) and Parimpora (major bus terminus) are unambiguous real places; haversine ~14.4km vs engine 18.7km road is consistent with city street routing","35","One-way modelled ~47 min vs real ~20-25 min is long but explainable by intra-city congestion and multiple turns","REVIEW","Corridor and coordinates are sound (both real, well-documented Srinagar landmarks), but no source gave an exact MA Road-to-Parimpora figure; engine's 18.7km is plausible for a winding intra-city route through Srinagar's congested core, but the modelled cycle time runs noticeably slower than expected for an 18-19km city route.","geoiq.io, mappls.com, kashmirlife.net"
"BGSR02020820","Narbal to Jehangir Chowk","34.090399,74.658247","34.071881,74.804719","21.634","108.2","35","5","Peri_Urban","0.072","16-18","~18-20 min","Real existing public transport corridor - tellmyroute documents a 21-stop Bus Route 10 from Narbal Crossing to Pantha Chowk passing through this area; JKRTC/private minibuses ply Narbal-Srinagar regularly","OK - Narbal (Budgam, on NH1 Srinagar-Baramulla road, ~13-18km from Srinagar) and Jehangir Chowk (central Srinagar landmark) both verified real; haversine ~13.65km vs engine 21.6km is plausible for the NH1 + city-centre routing","20","One-way modelled ~54 min vs real ~18-20 min is markedly long for this distance even with congestion","REVIEW","Corridor strongly verified as real and currently operated (existing Bus Route 10 Narbal Crossing-Pantha Chowk documented on tellmyroute with 21 stops); sources put Narbal at roughly 16-18km from Srinagar via the Gulmarg road, somewhat under the engine's 21.6km, and the modelled one-way time of ~54 min looks too slow for this stretch.","tellmyroute.com, distancesfrom.com, prokerala.com"
"SRBG02022701","Pantha Chowk to Agri Kalan Kanihama via Bypass","34.044708,74.833526","34.100032,74.646582","23.59","118.0","15","10","Peri_Urban","0.107","21-23","~30-35 min","CMP_Trunk=True; SSCL e-bus network extension via the Bypass to the Kanihama/Agri Kalan corridor on the Srinagar-Gulmarg road","OK - Pantha Chowk (major SSCL hub, southeast Srinagar) and Kanihama/Agri Kalan (Budgam, confirmed ~21km from Srinagar, ~1.5km from Kanihama on Srinagar-Gulmarg road) both real and documented; haversine ~18.3km vs engine 23.6km is consistent with via-Bypass routing (deliberately longer than straight line)","10","One-way modelled ~59 min vs real ~30-35 min driving is slow but plausible for an SSCL trunk with multiple stops (15-min headway implies a stopping service not an express)","PASS","Real road distance (~21km Srinagar/Agri Kalan-Kanihama per onefivenine.com) is close to engine's 23.6km once the explicit via-Bypass detour is accounted for; 15-min headway with 10 buses is consistent with an SSCL trunk service.","onefivenine.com, distancesfrom.com"
"SRBG02022708","Pantha Chowk to Narbal Crossing via Sonwar Jehangir Chowk Qamarwari","34.044708,74.833526","34.111098,74.683892","19.752","98.8","15","9","Peri_Urban","0.084","16-18","~22-25 min","CMP_Trunk=True; matches the documented existing SSCL/JKRTC Bus Route 10 (Narbal Crossing to Pantha Chowk, 21 stops, via Shalteng) found on tellmyroute - i.e. this corridor is currently operating","OK - Pantha Chowk and Narbal Crossing (on Lawaypora/Baramulla-Srinagar Road) are both real, and the via-list (Sonwar, Jehangir Chowk, Qamarwari) matches a sensible east-to-northwest cross-city alignment; haversine ~15.6km vs engine 19.8km is consistent with the documented 21-stop routing","17","One-way modelled ~49 min vs real ~22-25 min is slow but plausible for a 21-stop stopping service through central Srinagar's most congested junctions (Jehangir Chowk, Qamarwari)","PASS","This is one of the best-verified routes in the batch: an existing public Bus Route 10 (Narbal Crossing-Pantha Chowk via Shalteng, 21 stops) is independently documented on tellmyroute.com, directly corroborating both the corridor and the CMP_Trunk=True flag; distance and time are within reasonable bounds for a real multi-stop service.","tellmyroute.com, onefivenine.com"
"SRBR02042701","Pantha Chowk to Palhalan via Sangrama Sopore","34.044708,74.833526","34.18312,74.543746","36.463","182.3","15","15","Peri_Urban","0.147","33-36","~45-55 min","CMP_Trunk=True; lies on the documented SSCL/JKRTC inter-city Srinagar-Baramulla corridor (NH1) - Palhalan is a confirmed real bus stop on this road","OK - Pantha Chowk, Sangrama, Sopore and Palhalan are all real, well-documented places strung along NH1 (Srinagar-Baramulla highway); haversine ~30.8km vs engine 36.5km is sensible for the highway+town detours via Sangrama and Sopore","5","One-way modelled ~91 min vs real ~45-55 min for ~33-36km is slow but plausible for an e-bus stopping service through Sopore town centre and multiple village transits","PASS","Corridor is real and well-corroborated: Palhalan is a confirmed bus stop on the Baramulla-Srinagar road (tellmyroute.com), and the route's detour via Sangrama and Sopore (Srinagar-Sopore via Sangrama documented at 47km, with Palhalan falling short of Sopore) is consistent with the engine's 36.5km. 15-min SSCL-style headway with 15 buses is high but plausible for a long trunk extension.","tellmyroute.com, distancesfrom.com, yatra.com"
"SRGB02032704","Pantha Chowk to Sumbal","34.044708,74.833526","34.264255,74.65946","35.736","178.7","15","14","Peri_Urban","0.191","27-31","~40-50 min","CMP_Trunk=True; Sumbal lies on the documented SSCL/JKRTC corridor toward Bandipora via Ganderbal/Manasbal; private/JKRTC buses regularly serve Srinagar-Sumbal","OK - Pantha Chowk and Sumbal (Bandipora district, on the Srinagar-Bandipora road via Ganderbal) are both real and documented; haversine ~29.2km vs engine 35.7km is plausible for the Ganderbal-route alignment","20","One-way modelled ~89 min vs real ~40-50 min for ~27-31km is on the slow side even accounting for a 14-stop stopping service","REVIEW","Corridor and endpoints check out (Sumbal documented at roughly 19-31km from Srinagar depending on the reference point and route taken), and the 35.7km vs ~27-31km figure is within the wider tolerance for this route length, but the modelled one-way time of ~89 minutes is markedly slower than the ~40-50 min expected for this distance even with multiple stops - flagged as the largest time outlier in this batch.","distancebetween2.com, distancesfrom.com, rome2rio.com"
"SRBG02022903","Parimpora to Budgam","34.111187,74.747451","34.006185,74.641626","31.385","156.9","35","6","Peri_Urban","0.05","13-21","~25-30 min","JKRTC and private minibuses regularly serve Parimpora-Budgam (Parimpora is the main inter-district bus stand); no dedicated SSCL trunk on this leg","OK - Parimpora (major Srinagar bus terminus) and Budgam town are both real and well-documented; haversine ~15.2km vs engine 31.4km is far larger than the typical quoted road distance for this corridor","65-85","One-way modelled ~78 min vs real ~25-30 min for 13-21km is disproportionately long","REVIEW","Multiple sources converge on a 9-21km Srinagar/Parimpora-Budgam road distance (yatra.com 9-10km; citymeter.net/distancesfrom.com 13-21km), but the engine models this leg at 31.4km, well above that band; this looks like the engine routing a longer detour than the real shortest road path between these two points, the largest distance discrepancy found in this batch and worth an engineering check even though both endpoints individually are correctly placed.","yatra.com, citymeter.net, distancesfrom.com, mapsofindia.com"
"SRBG02032901","Parimpora to Chadora","34.111187,74.747451","33.943466,74.79875","25.752","128.8","35","5","Peri_Urban","0.161","14-22","~28-32 min","Private minibuses/sumos regularly connect Parimpora-Chadoora (Chadoora is a tehsil headquarters in Budgam, on the route to Charar-e-Sharief); no dedicated SSCL trunk","OK - Parimpora and Chadoora (Budgam district tehsil town) both real and documented as connected by shared transport; haversine ~19.24km vs engine 25.75km is plausible for road routing","17-84","One-way modelled ~64 min vs real ~28-32 min for ~14-22km is slow but plausible given Budgam rural-road conditions and multiple stops","REVIEW","Corridor independently corroborated (sources confirm shared sumo/bus services run from Chadoora/Charar-e-Sharief to Srinagar's Parimpora, Batamaloo or Lal Chowk stands), and Srinagar-Chadoora is documented at 14km by some sources though up to 22km by others including the connector road; engine's 25.75km runs on the high side of this range (roughly 17-84% over depending on the reference figure used) - flagged for a routing recheck similar to the Budgam-bound routes above, though less severe.","alldistancebetween.com, distancesfrom.com, etourismkashmir.com"
"SRSR02012903","Parimpora to Harwan via Brein Nishat","34.111187,74.747451","34.151638,74.917667","23.249","116.2","15","10","Peri_Urban","0.192","19-22","~28-32 min","CMP_Trunk=True, Tourist=True; consistent with documented SSCL Route 1 (Parimpora to Harwan) - directly corroborated by an independent source listing SSCL's 16 routes","OK - Parimpora, Brein, Nishat and Harwan (near Dachigam/Shalimar gardens) are all real, well-known Srinagar localities on the lakeside tourist corridor; haversine ~16.3km vs engine 23.25km is sensible for the lakeside detour via Brein-Nishat","9-22","One-way modelled ~58 min vs real ~28-32 min is slow but plausible for a tourist-corridor stopping service through Nishat/Shalimar congestion","PASS","Strongly corroborated: an independent source explicitly lists 'Route one will ply from Parimpora to Harwan' as part of SSCL's published 16-route e-bus network, directly matching this route's CMP_Trunk=True flag, name, and endpoints; distance is within tolerance and the slower time is explainable by the touristy lakeside roads via Brein/Nishat.","kashmirlife.net, distancebetween2.com, tourmyindia.com"
"SRSR02012904","Parimpora to Hazratbal","34.111187,74.747451","34.127549,74.835646","16.104","80.5","35","4","Peri_Urban","0.109","9-12","~15-18 min","JKRTC/private minibuses connect Parimpora-Hazratbal; SSCL also runs a separate dedicated Parimpora-Hazratbal trunk (Route 9) per an independently documented 16-route list, though this specific row is flagged CMP_Trunk=False","OK - Parimpora and Hazratbal (shrine area, north Srinagar) are both real and well documented; haversine ~8.3km vs engine 16.1km is roughly double the straight-line, plausible for lakeside road routing around Dal Lake","45-79","One-way modelled ~40 min vs real ~15-18 min for ~9-12km is notably slow","REVIEW","Corridor is real and even independently corroborated as an existing SSCL route ('Route 9 from Parimpora to Hazratbal' in a published 16-route list), but this specific engine row is marked CMP_Trunk=False despite SSCL apparently operating exactly this corridor, and the modelled 16.1km/80.5min cycle is on the high side versus the ~9-12km/15-18min one-way that direct-route sources suggest, even allowing for the lakeside detour.","kashmirlife.net, wikipedia.org"
"SRSR02022917","Parimpora to Humhama","34.111187,74.747451","34.020926,74.770771","16.99","84.9","35","4","Peri_Urban","0.035","8-13","~18-20 min","Private minibuses and airport shuttle services connect Parimpora-Humhama (Humhama is the Srinagar International Airport locality); no dedicated SSCL trunk on this leg","OK - Parimpora and Humhama (airport locality, Budgam) both real and documented; haversine ~10.3km vs engine 17.0km is on the higher side of plausible road routing avoiding direct line","31-112","One-way modelled ~42 min vs real ~18-20 min for ~8-13km is notably slow","REVIEW","Corridor and endpoints are real (Humhama is the well-documented Srinagar airport locality, roughly 8-13km from Parimpora/central Srinagar per available sources), and the engine's 17.0km/42min one-way is plausible road-routing but runs on the high side of multiple distance and time estimates (roughly 31-112% over depending on the reference point); flagged as a moderate over-estimate rather than a corridor problem.","savaari.com, distancesfrom.com, srinagaronline.in"
"SRSR02022920","Parimpora to Jehangir Chowk","34.111187,74.747451","34.071881,74.804719","20.711","103.6","35","4","Peri_Urban","0.095","18-21","30-35 min","Real corridor; part of SSCL e-bus Route 9 circular (Parimpora-Bemina Bypass-Qamarwari-Cement Bridge-Noorbagh-Sakidafar-Rajouri Kadal-Bohri Kadal-Munawarabad-M.A.Road-Jehangir Chowk-back to Batamaloo). Haversine straight-line only 6.85 km, so the real corridor is a winding circular route through downtown, not a direct link.","OK (both real, well-known Srinagar localities; haversine 6.85 km vs winding road path is consistent with the published circular alignment)","-2","Plausible: one-way ~51.8 min for ~19-20 km downtown winding route through congested old-city lanes (Rajouri Kadal/Bohri Kadal) is realistic given Jhelum-side congestion.","PASS","Engine KM (20.7) matches the real winding e-bus Route 9 alignment closely since this is not a direct road but a circular downtown loop; straight-line haversine (6.85 km) is irrelevant here because the documented route winds via Cement Bridge/Noorbagh/Rajouri Kadal/Bohri Kadal.","kashmirlife.net e-bus route chart,kashmirobserver.net e-bus article,onefivenine.com Parimpora/Jehangir Chowk"
"SRSR02012907","Parimpora to Naseem Bagh via Noorbagh Gojwara Mill Stop","34.111187,74.747451","34.133405,74.838555","15.058","75.3","15","7","Peri_Urban","0.067","13-16","20-25 min","Real corridor; consistent with SSCL e-bus Route 11-type alignment (Doodh Ganga Road-Chotta Bazar-Nawakadal-Rajouri Kadal-Gojwara-Hawal-Alamgari Bazar-Mill Stop-Botakadal-Lal Bazar-Saderabal-Hazratbal/Naseem Bagh University area). Naseem Bagh sits ~7-10 km from Lal Chowk; haversine Parimpora-Naseem Bagh 8.74 km.","OK (both real places; haversine 8.74 km vs engine 15.06 km gives a circuity factor ~1.7, plausible for the cited via-Gojwara-Mill Stop winding alignment).","~10-15 (using 13 km midpoint of plausible via-route estimate)","One-way ~37.6 min for 15 km via crowded Gojwara/Nowhatta lanes is plausible (slow downtown pace).","PASS","Real named via-points (Noorbagh, Gojwara, Mill Stop) match published e-bus alignments serving this corridor (Route 11-style); 15-min CMP_Trunk headway with 7 buses is consistent with SSCL e-bus service levels on a Hazratbal-adjacent feeder.","kashmirlife.net e-bus route chart,thrillophilia.com Naseem Bagh,onefivenine.com Nasim Bagh"
"SRPW02022902","Parimpora to Pampore","34.111187,74.747451","34.010891,74.912941","23.817","119.1","35","5","Peri_Urban","0.029","20-24","30-35 min","No SSCL/CMP route found directly Parimpora-Pampore; Pulwama-Srinagar private minibuses/JKRTC commonly route via Pantha Chowk-Pampore corridor on NH44.","OK (both real places; haversine Parimpora-Pampore 18.89 km vs multiple sources giving Srinagar(centre)-Pampore at 14-17 km; Parimpora is further out on the NW side so a longer total via-city path is expected).","~5-19 depending on which Pampore-Srinagar baseline used; using city-centre 14-17 km midpoint ~15.5 km vs Parimpora-specific 20-24 km estimate, delta ~15-20%","One-way ~59.5 min for ~22 km crossing the whole city plus NH44 to Pampore is plausible given downtown crossing + highway segment.","REVIEW","Standard published Srinagar(centre)-Pampore distance is only 14-17 km; engine's Parimpora-origin distance of 23.8 km is higher because Parimpora sits NW of centre, adding a cross-city leg before NH44 to Pampore -- plausible but no source pins this exact O-D pair, so flagging for the extra cross-city leg assumption.","distancebetween2.com Pampore-Srinagar,distance.org.in Srinagar-Pampore,Wikipedia Pampore"
"SRSR02022927","Parimpora to Pantha Chowk","34.111187,74.747451","34.028571,74.905785","21.307","106.5","35","5","Peri_Urban","0.038","16-19","25-30 min","Real corridor; Parimpora-Pantha Chowk Semi-Ring/Bypass road is explicitly documented (designed for ~80 km/h free flow, ~10-12 min ideal); Pantha Chowk itself is 15-16 km from Srinagar Airport/city via Uber intercity listing (16 km).","OK (both real, well-documented Srinagar termini; haversine 17.24 km close to engine's 21.3 km, circuity ~1.24x consistent with a bypass road).","~12-17 (using bypass-road citation of ~13-16 km and Uber's 16 km Pantha Chowk-Srinagar figure)","One-way ~53.25 min for 21 km on what is described as a high-speed bypass is on the slow side but explained by documented \compromised design\"" congestion/bottlenecks on this exact stretch per Brighter Kashmir reporting.""","PASS","The Parimpora-Pantha Chowk Semi-Ring Road is a named, documented corridor; engine's higher minutes vs the ideal 10-12 min free-flow figure is explained by the cited congestion/bottleneck issues on this specific bypass.","brighterkashmir.com Panthachowk-Parimpora Semi-Ring Road,uber.com Panthachowk-Srinagar,distancesfrom.com Pantha Chowk"
"SRSR02022932","Parimpora to Rangrath","34.111187,74.747451","34.013161,74.799413","19.812","99.1","35","4","Peri_Urban","0.073","14-18","25-30 min","No direct published distance found for Parimpora-Rangreth specifically; Rangreth (Srinagar Airport-adjacent industrial/residential area) is well documented as a real locality south of the city, served by Waze and other navigation sources.","OK (both real places; haversine 11.90 km vs engine 19.81 km gives circuity ~1.66x, on the high side for this distance band but plausible through congested city core).","~10-30 depending on baseline; using ~16 km midpoint estimate from comparable Srinagar cross-city legs, delta approx +24%","One-way ~49.5 min for ~20 km crossing the city (Parimpora NW to Rangreth S near the airport) is plausible.","REVIEW","No direct source confirms the Parimpora-Rangreth road distance; haversine-to-engine circuity ratio (1.66x) is higher than comparable Parimpora routes in this batch, worth a coordinate/path re-check though not impossible for a cross-city corridor.","waze.com Rangreth directions,mappls.com Parimpora Bus Stop,onefivenine.com Srinagar localities"
"BRBR01020202","Pehilpora to URI via Baramulla","34.1981,74.364653","34.145081,74.183855","25.43","127.2","35","5","Peri_Urban","0.854","20-25","30-40 min","Real corridor; Baramulla-Uri is a well-documented road (49-50 km per most sources, some report 39 km). ""Pehilpora"" appears to be a village along this corridor closer to Uri than Baramulla town itself (engine O coords ~34.198,74.365 sit a few km from Baramulla town centre toward Uri direction), shortening the remaining stretch to Uri. JKRTC/private bus services Srinagar-Uri and Baramulla-Uri are documented as operating.","OK (URI and Baramulla both real, well-documented; ""Pehilpora"" not independently verifiable by name but coordinates place it plausibly along the Baramulla-Uri road, consistent with a way-point village).","~0-10 (haversine 17.65 km lower bound vs ~20-25 km road estimate; small-to-moderate)","One-way ~63.6 min for ~25 km on the Baramulla-Uri road (checkpoints/security stops near the LoC) is realistic.","REVIEW","Could not independently verify ""Pehilpora"" as a named locality; engine distance is roughly half the full Baramulla-Uri road (49-50 km), consistent with Pehilpora being a midpoint village, but confirm against a gazetteer.","distancesfrom.com Baramulla-Uri; facebook.com Baramulla-Uri-Kupwara; greaterkashmir.com Uri-Srinagar bus service"
"ANAN05010101","Phalgam to Anantnagh","34.015555,75.327115","33.74535,75.186081","39.73","198.6","35","7","Peri_Urban","1.228","45-46","60-75 min","Real, well-known corridor; Pahalgam-Anantnag is a standard tourist/local route served by JKRTC, private taxis and minibuses; widely documented distance of 45-46 km road / ~31 km aerial.","OK (both real, prominent places; engine's 39.73 km falls between the 31 km aerial and 45-46 km road figures, suggesting the engine's road-network distance may be slightly short of the true paved-road distance).","-13 (using 45.5 km midpoint of the 45-46 km range)","One-way ~99.3 min for ~40 km in a tourist hill corridor (Pahalgam approach has winding hill roads) is plausible, possibly even on the fast side for the true 45-46 km route.","REVIEW","Engine's 39.73 km is about 13% short of the well-documented 45-46 km real road distance between Pahalgam and Anantnag; within this batch's wider tolerance for longer peri-urban/tourist routes it is borderline-acceptable but worth a coordinate/routing recheck since multiple independent sources agree on 45-46 km.","yatra.com Anantnag-Pahalgam,distancebetween2.com Pahalgam-Anantnag,cliffhangersindia.com Anantnag-Pahalgam taxi fare"
"PWSR03020539","Pulwama to Srinagar","33.875628,74.900457","34.07457,74.820502","28.043","140.2","35","6","Peri_Urban","0.088","26-32","35-45 min","Real, major corridor; Pulwama-Srinagar is a primary district HQ-to-capital route served by JKRTC, redBus operators (Speed Bus etc.) and private minibuses on NH44, with frequent daily service.","OK (both real, major hubs; engine 28.04 km falls squarely within the commonly cited 26-32 km range).","~0-2 (28.04 km vs 26-32 km range midpoint ~29 km)","One-way ~70.1 min for ~28 km is on the slower side of typical reported travel times (~28-31 min one-way per multiple sources at normal traffic) but explainable by stops/layover built into the modelled cycle and any congestion near the city entry.","PASS","Engine distance (28.0 km) lands inside the well-sourced 26-32 km range for this major, heavily-documented corridor; real services (redBus Speed Bus, JKRTC) already operate this route, confirming demand and corridor reality.","redbus.in Pulwama-Srinagar,distancebetween2.com Pulwama-Srinagar,pulwama.gov.in how-to-reach"
"SRSR02023003","Qamarwari to Baghi Mehtab","34.094819,74.766082","34.016517,74.812674","16.223","81.1","35","4","Peri_Urban","0.179","9-12","20-25 min","No direct published source for Qamarwari-Bagh-e-Mehtab distance; both are real, well-documented intra-Srinagar localities (Qamarwari near Bemina Bypass; Bagh-e-Mehtab ~7 km from Lal Chowk near Nowgam/Rawalpora).","OK (both real, documented localities; haversine 9.71 km vs engine 16.22 km gives circuity ~1.67x, high for an intra-city hop of this length).","~35-45 (using ~10-11 km plausible road-distance estimate combining the two localities' city-centre distances)","One-way ~40.55 min for ~16 km within the city is slow but plausible in dense Srinagar traffic; however the underlying distance itself looks inflated relative to both points being close to the southwestern city core.","REVIEW","No direct source for this specific O-D pair, but the circuity ratio (engine 16.22 km vs haversine 9.71 km, ~1.67x) is the highest among the genuinely intra-city legs in this batch; recommend re-checking the routed path or coordinates for Bagh-e-Mehtab.","Wikipedia Bagh e Mehtab,onefivenine.com Bagh-e-Mehtab,99acres.com Bagh-i-Mehtab"
"SRSR02023027","Qamarwari to Pathachowk","34.094819,74.766082","34.028571,74.905785","19.719","98.6","35","4","Peri_Urban","0.026","14-17","25-30 min","Real corridor; Pantha Chowk (Pathachowk) is documented at ~15-16 km from Srinagar Airport/city centre; Qamarwari is a documented intra-city locality near Bemina Bypass on the western side, so the combined cross-city distance to Pantha Chowk in the southeast is plausible.","OK (both real, well-documented; haversine 14.83 km vs engine 19.72 km, circuity ~1.33x, reasonable for a cross-city diagonal route).","~16-19 (using ~16 km Pantha Chowk-Srinagar baseline plus a few km for the Qamarwari offset)","One-way ~49.3 min for ~20 km diagonally across Srinagar is plausible given typical city traffic.","PASS","Both endpoints are well-documented; the cross-city distance and circuity ratio (1.33x) are reasonable for a Qamarwari (west)-to-Pantha Chowk (southeast) diagonal corridor.","distancesfrom.com Pantha Chowk Srinagar Airport,uber.com Panthachowk-Srinagar,onefivenine.com Qamarwari"
"SRSR01020813","Rangpora to Dalgate","34.161641,74.817634","34.081628,74.826887","15.533","77.7","20","5","Peri_Urban","0.054","9-12","20-25 min","Rangpora/Rangpura is documented as adjacent to Buchpora, providing two major road links connecting Ganderbal with Srinagar -- i.e. on the Ganderbal road north of Soura. Dalgate is a well-known central Srinagar locality near Dal Lake (3 km from Lal Chowk).","OK (both plausible real places; haversine 8.94 km vs engine 15.53 km, circuity ~1.74x is on the high side but not impossible for a route running from the northern Ganderbal-road area down into the congested Dalgate/Dal Lake precinct).","~30-45 (using ~10-11 km plausible road-distance estimate)","One-way ~38.85 min for ~15.5 km through Soura/Hazratbal/Dalgate congestion is plausible but slow.","REVIEW","Circuity ratio (1.74x) is elevated; Rangpora's exact coordinates could not be independently confirmed beyond its description as adjacent to Buchpora on the Ganderbal road, so the precise O-D distance carries some uncertainty -- recommend a coordinate recheck.","ganderbal.nic.in how-to-reach,Wikipedia Buchpora,distancesfrom.com Lal Chowk-Soura via Nowhatta"
"SRSR01020822","Rangpora to LD","34.161641,74.817634","34.081954,74.805892","21.916","109.6","35","5","Peri_Urban","0.054","8-11","20-25 min","Rangpora sits near Buchpora on the Ganderbal road north of Soura; LD (Lalla Ded) Hospital is a well-documented Karan Nagar landmark south of Soura (~34.066,74.808). The two points are both real, but the engine's distance is markedly higher than a straight run down the Ganderbal-Soura-Karan Nagar corridor would suggest.","OK for individual places, but coordinate/path plausibility is QUESTIONABLE -- haversine is only 8.93 km, yet engine models 21.92 km, a 2.45x circuity factor, well above any comparable leg in this batch (most others are 1.2-1.7x).","~99-174 (using a plausible 8-11 km real road-distance estimate down the same corridor, the engine figure is roughly double to triple)","One-way ~54.8 min for under 9-11 km of real road distance would be implausibly slow; the modelled cycle time appears to be built on an inflated distance rather than realistic congestion alone.","REVIEW","Engine's Rangpora-to-LD distance (21.9 km) is far above the ~9-11 km a direct Ganderbal-road-to-Karan Nagar run would imply (haversine only 8.93 km); this is the largest circuity outlier in the batch and likely reflects either a coordinate snap error or an unrealistic routed path -- recommend re-running OSRM for this O-D pair specifically.","Wikipedia Buchpora,srinagar.nic.in Lal Ded Hospital,mappls.com Lalla Ded Hospital"
